world,regionx,regionz,chunkx,chunkz,timeinhabited_ticks,lastupdate_ticks,surface_y,biome_id,is_spawn,dominant_stone,has_lorestone_influence,has_witherstone_influence
minecraft:overworld,-6,1,-173,36,174360,null,,,0,,0,0
minecraft:overworld,-6,1,-173,37,170659,null,,,0,,0,0
minecraft:overworld,-6,1,-173,38,43700,null,,,0,,0,0
minecraft:overworld,-6,1,-173,39,141025,null,,,0,,0,0
minecraft:overworld,-6,1,-173,40,130044,null,,,0,,0,0
minecraft:overworld,-6,1,-173,41,132514,null,,,0,,0,0
minecraft:overworld,-6,1,-173,42,16177,null,,,0,,0,0
minecraft:overworld,-6,1,-173,43,127242,null,,,0,,0,0
minecraft:overworld,-6,1,-173,44,214642,null,,,0,,0,0
minecraft:overworld,-6,1,-173,45,308539,null,,,0,,0,0
minecraft:overworld,-6,1,-173,46,300662,null,,,0,,0,0
minecraft:overworld,-6,1,-173,47,317496,null,,,0,,0,0
minecraft:overworld,-6,1,-173,48,251883,null,,,0,,0,0
minecraft:overworld,-6,1,-173,49,116706,null,,,0,,0,0
minecraft:overworld,-6,1,-173,50,58707,null,,,0,,0,0
minecraft:overworld,-6,1,-173,51,6777,null,,,0,,0,0
minecraft:overworld,-6,1,-173,52,26309,null,,,0,,0,0
minecraft:overworld,-6,1,-173,53,34642,null,,,0,,0,0
minecraft:overworld,-6,1,-173,54,50,null,,,0,,0,0
minecraft:overworld,-6,1,-173,55,49,null,,,0,,0,0
minecraft:overworld,-6,1,-173,56,57,null,,,0,,0,0
minecraft:overworld,-6,1,-173,57,50,null,,,0,,0,0
minecraft:overworld,-6,1,-173,58,72866,null,,,0,,0,0
minecraft:overworld,-6,1,-173,59,22446,null,,,0,,0,0
minecraft:overworld,-6,1,-173,60,8821,null,,,0,,0,0
minecraft:overworld,-6,1,-173,61,1854,null,,,0,,0,0
minecraft:overworld,-6,1,-173,62,67092,null,,,0,,0,0
minecraft:overworld,-6,1,-172,32,472,null,,,0,,0,0
minecraft:overworld,-6,1,-172,33,8711,null,,,0,,0,0
minecraft:overworld,-6,1,-172,34,14174,null,,,0,,0,0
minecraft:overworld,-6,1,-172,35,8412,null,,,0,,0,0
minecraft:overworld,-6,1,-172,36,3825,null,,,0,,0,0
minecraft:overworld,-6,1,-172,37,147292,null,,,0,,0,0
minecraft:overworld,-6,1,-172,38,28663,null,,,0,,0,0
minecraft:overworld,-6,1,-172,39,114320,null,,,0,,0,0
minecraft:overworld,-6,1,-172,40,121446,null,,,0,,0,0
minecraft:overworld,-6,1,-172,41,138141,null,,,0,,0,0
minecraft:overworld,-6,1,-172,42,146038,null,,,0,,0,0
minecraft:overworld,-6,1,-172,43,201008,null,,,0,,0,0
minecraft:overworld,-6,1,-172,44,187062,null,,,0,,0,0
minecraft:overworld,-6,1,-172,45,178246,null,,,0,,0,0
minecraft:overworld,-6,1,-172,46,220034,null,,,0,,0,0
minecraft:overworld,-6,1,-172,47,339197,null,,,0,,0,0
minecraft:overworld,-6,1,-172,48,269841,null,,,0,,0,0
minecraft:overworld,-6,1,-172,49,333721,null,,,0,,0,0
minecraft:overworld,-6,1,-172,50,239966,null,,,0,,0,0
minecraft:overworld,-6,1,-172,51,34299,null,,,0,,0,0
minecraft:overworld,-6,1,-172,52,35977,null,,,0,,0,0
minecraft:overworld,-6,1,-172,53,52038,null,,,0,,0,0
minecraft:overworld,-6,1,-172,54,423,null,,,0,,0,0
minecraft:overworld,-6,1,-172,55,11091,null,,,0,,0,0
minecraft:overworld,-6,1,-172,56,7738,null,,,0,,0,0
minecraft:overworld,-6,1,-172,57,26,null,,,0,,0,0
minecraft:overworld,-6,1,-172,58,6047,null,,,0,,0,0
minecraft:overworld,-6,1,-172,59,37188,null,,,0,,0,0
minecraft:overworld,-6,1,-172,60,2325,null,,,0,,0,0
minecraft:overworld,-6,1,-172,61,26645,null,,,0,,0,0
minecraft:overworld,-6,1,-172,62,89069,null,,,0,,0,0
minecraft:overworld,-6,1,-171,32,5672,null,,,0,,0,0
minecraft:overworld,-6,1,-171,33,6916,null,,,0,,0,0
minecraft:overworld,-6,1,-171,34,12421,null,,,0,,0,0
minecraft:overworld,-6,1,-171,35,1867,null,,,0,,0,0
minecraft:overworld,-6,1,-171,36,118,null,,,0,,0,0
minecraft:overworld,-6,1,-171,37,41639,null,,,0,,0,0
minecraft:overworld,-6,1,-171,38,31406,null,,,0,,0,0
minecraft:overworld,-6,1,-171,39,40863,null,,,0,,0,0
minecraft:overworld,-6,1,-171,40,124054,null,,,0,,0,0
minecraft:overworld,-6,1,-171,41,209840,null,,,0,,0,0
minecraft:overworld,-6,1,-171,42,157103,null,,,0,,0,0
minecraft:overworld,-6,1,-171,43,193417,null,,,0,,0,0
minecraft:overworld,-6,1,-171,44,205358,null,,,0,,0,0
minecraft:overworld,-6,1,-171,45,260015,null,,,0,,0,0
minecraft:overworld,-6,1,-171,46,404563,null,,,0,,0,0
minecraft:overworld,-6,1,-171,47,544237,null,,,0,,0,0
minecraft:overworld,-6,1,-171,48,399163,null,,,0,,0,0
minecraft:overworld,-6,1,-171,49,459673,null,,,0,,0,0
minecraft:overworld,-6,1,-171,50,196188,null,,,0,,0,0
minecraft:overworld,-6,1,-171,51,153905,null,,,0,,0,0
minecraft:overworld,-6,1,-171,52,111209,null,,,0,,0,0
minecraft:overworld,-6,1,-171,53,128398,null,,,0,,0,0
minecraft:overworld,-6,1,-171,54,218624,null,,,0,,0,0
minecraft:overworld,-6,1,-171,55,50981,null,,,0,,0,0
minecraft:overworld,-6,1,-171,56,8356,null,,,0,,0,0
minecraft:overworld,-6,1,-171,57,57,null,,,0,,0,0
minecraft:overworld,-6,1,-171,58,4772,null,,,0,,0,0
minecraft:overworld,-6,1,-171,59,122482,null,,,0,,0,0
minecraft:overworld,-6,1,-171,60,118355,null,,,0,,0,0
minecraft:overworld,-6,1,-171,61,47004,null,,,0,,0,0
minecraft:overworld,-6,1,-171,62,124496,null,,,0,,0,0
minecraft:overworld,-6,1,-170,32,458,null,,,0,,0,0
minecraft:overworld,-6,1,-170,33,464,null,,,0,,0,0
minecraft:overworld,-6,1,-170,34,475,null,,,0,,0,0
minecraft:overworld,-6,1,-170,35,8999,null,,,0,,0,0
minecraft:overworld,-6,1,-170,36,849,null,,,0,,0,0
minecraft:overworld,-6,1,-170,37,105835,null,,,0,,0,0
minecraft:overworld,-6,1,-170,38,53866,null,,,0,,0,0
minecraft:overworld,-6,1,-170,39,43456,null,,,0,,0,0
minecraft:overworld,-6,1,-170,40,146264,null,,,0,,0,0
minecraft:overworld,-6,1,-170,41,303669,null,,,0,,0,0
minecraft:overworld,-6,1,-170,42,412210,null,,,0,,0,0
minecraft:overworld,-6,1,-170,43,106435,null,,,0,,0,0
minecraft:overworld,-6,1,-170,44,415609,null,,,0,,0,0
minecraft:overworld,-6,1,-170,45,164849,null,,,0,,0,0
minecraft:overworld,-6,1,-170,46,1240054,null,,,0,,0,0
minecraft:overworld,-6,1,-170,47,481496,null,,,0,,0,0
minecraft:overworld,-6,1,-170,48,734796,null,,,0,,0,0
minecraft:overworld,-6,1,-170,49,686608,null,,,0,,0,0
minecraft:overworld,-6,1,-170,50,405816,null,,,0,,0,0
minecraft:overworld,-6,1,-170,51,378472,null,,,0,,0,0
minecraft:overworld,-6,1,-170,52,477907,null,,,0,,0,0
minecraft:overworld,-6,1,-170,53,265113,null,,,0,,0,0
minecraft:overworld,-6,1,-170,54,427136,null,,,0,,0,0
minecraft:overworld,-6,1,-170,55,67,null,,,0,,0,0
minecraft:overworld,-6,1,-170,56,52028,null,,,0,,0,0
minecraft:overworld,-6,1,-170,57,5196,null,,,0,,0,0
minecraft:overworld,-6,1,-170,58,496,null,,,0,,0,0
minecraft:overworld,-6,1,-170,59,369,null,,,0,,0,0
minecraft:overworld,-6,1,-170,60,1766,null,,,0,,0,0
minecraft:overworld,-6,1,-170,61,22125,null,,,0,,0,0
minecraft:overworld,-6,1,-170,62,123368,null,,,0,,0,0
minecraft:overworld,-6,1,-169,32,684,null,,,0,,0,0
minecraft:overworld,-6,1,-169,33,28240,null,,,0,,0,0
minecraft:overworld,-6,1,-169,34,484,null,,,0,,0,0
minecraft:overworld,-6,1,-169,35,15474,null,,,0,,0,0
minecraft:overworld,-6,1,-169,36,129531,null,,,0,,0,0
minecraft:overworld,-6,1,-169,37,367521,null,,,0,,0,0
minecraft:overworld,-6,1,-169,38,24993,null,,,0,,0,0
minecraft:overworld,-6,1,-169,39,30049,null,,,0,,0,0
minecraft:overworld,-6,1,-169,40,611802,null,,,0,,0,0
minecraft:overworld,-6,1,-169,41,806168,null,,,0,,0,0
minecraft:overworld,-6,1,-169,42,426849,null,,,0,,0,0
minecraft:overworld,-6,1,-169,43,1153174,null,,,0,,0,0
minecraft:overworld,-6,1,-169,44,523957,null,,,0,,0,0
minecraft:overworld,-6,1,-169,45,1442807,null,,,0,,0,0
minecraft:overworld,-6,1,-169,46,1159582,null,,,0,,0,0
minecraft:overworld,-6,1,-169,47,985596,null,,,0,,0,0
minecraft:overworld,-6,1,-169,48,1289306,null,,,0,,0,0
minecraft:overworld,-6,1,-169,49,1372881,null,,,0,,0,0
minecraft:overworld,-6,1,-169,50,530060,null,,,0,,0,0
minecraft:overworld,-6,1,-169,51,641454,null,,,0,,0,0
minecraft:overworld,-6,1,-169,52,533726,null,,,0,,0,0
minecraft:overworld,-6,1,-169,53,320697,null,,,0,,0,0
minecraft:overworld,-6,1,-169,54,257774,null,,,0,,0,0
minecraft:overworld,-6,1,-169,55,160941,null,,,0,,0,0
minecraft:overworld,-6,1,-169,56,150783,null,,,0,,0,0
minecraft:overworld,-6,1,-169,57,4128,null,,,0,,0,0
minecraft:overworld,-6,1,-169,58,224,null,,,0,,0,0
minecraft:overworld,-6,1,-169,59,501,null,,,0,,0,0
minecraft:overworld,-6,1,-169,60,84,null,,,0,,0,0
minecraft:overworld,-6,1,-169,61,983,null,,,0,,0,0
minecraft:overworld,-6,1,-169,62,95451,null,,,0,,0,0
minecraft:overworld,-6,1,-168,32,729,null,,,0,,0,0
minecraft:overworld,-6,1,-168,33,26327,null,,,0,,0,0
minecraft:overworld,-6,1,-168,34,483,null,,,0,,0,0
minecraft:overworld,-6,1,-168,35,2784,null,,,0,,0,0
minecraft:overworld,-6,1,-168,36,34980,null,,,0,,0,0
minecraft:overworld,-6,1,-168,37,34790,null,,,0,,0,0
minecraft:overworld,-6,1,-168,38,240929,null,,,0,,0,0
minecraft:overworld,-6,1,-168,39,533492,null,,,0,,0,0
minecraft:overworld,-6,1,-168,40,891616,null,,,0,,0,0
minecraft:overworld,-6,1,-168,41,1030675,null,,,0,,0,0
minecraft:overworld,-6,1,-168,42,420313,null,,,0,,0,0
minecraft:overworld,-6,1,-168,43,1209316,null,,,0,,0,0
minecraft:overworld,-6,1,-168,44,641754,null,,,0,,0,0
minecraft:overworld,-6,1,-168,45,2623827,null,,,0,,0,0
minecraft:overworld,-6,1,-168,46,2955208,null,,,0,,0,0
minecraft:overworld,-6,1,-168,47,1104130,null,,,0,,0,0
minecraft:overworld,-6,1,-168,48,1086387,null,,,0,,0,0
minecraft:overworld,-6,1,-168,49,319540,null,,,0,,0,0
minecraft:overworld,-6,1,-168,50,386100,null,,,0,,0,0
minecraft:overworld,-6,1,-168,51,498621,null,,,0,,0,0
minecraft:overworld,-6,1,-168,52,917010,null,,,0,,0,0
minecraft:overworld,-6,1,-168,53,370505,null,,,0,,0,0
minecraft:overworld,-6,1,-168,54,564230,null,,,0,,0,0
minecraft:overworld,-6,1,-168,55,93514,null,,,0,,0,0
minecraft:overworld,-6,1,-168,56,151435,null,,,0,,0,0
minecraft:overworld,-6,1,-168,57,195690,null,,,0,,0,0
minecraft:overworld,-6,1,-168,58,2370,null,,,0,,0,0
minecraft:overworld,-6,1,-168,59,638,null,,,0,,0,0
minecraft:overworld,-6,1,-168,60,68307,null,,,0,,0,0
minecraft:overworld,-6,1,-168,61,72440,null,,,0,,0,0
minecraft:overworld,-6,1,-168,62,90389,null,,,0,,0,0
minecraft:overworld,-6,1,-167,32,781,null,,,0,,0,0
minecraft:overworld,-6,1,-167,33,17294,null,,,0,,0,0
minecraft:overworld,-6,1,-167,34,11851,null,,,0,,0,0
minecraft:overworld,-6,1,-167,35,125,null,,,0,,0,0
minecraft:overworld,-6,1,-167,36,12846,null,,,0,,0,0
minecraft:overworld,-6,1,-167,37,1793,null,,,0,,0,0
minecraft:overworld,-6,1,-167,38,392682,null,,,0,,0,0
minecraft:overworld,-6,1,-167,39,775761,null,,,0,,0,0
minecraft:overworld,-6,1,-167,40,333628,null,,,0,,0,0
minecraft:overworld,-6,1,-167,41,947256,null,,,0,,0,0
minecraft:overworld,-6,1,-167,42,1088819,null,,,0,,0,0
minecraft:overworld,-6,1,-167,43,1619233,null,,,0,,0,0
minecraft:overworld,-6,1,-167,44,1288838,null,,,0,,0,0
minecraft:overworld,-6,1,-167,45,3139088,null,,,0,,0,0
minecraft:overworld,-6,1,-167,46,3770488,null,,,0,,0,0
minecraft:overworld,-6,1,-167,47,2303165,null,,,0,,0,0
minecraft:overworld,-6,1,-167,48,3168084,null,,,0,,0,0
minecraft:overworld,-6,1,-167,49,4907177,null,,,0,,0,0
minecraft:overworld,-6,1,-167,50,309979,null,,,0,,0,0
minecraft:overworld,-6,1,-167,51,1788533,null,,,0,,0,0
minecraft:overworld,-6,1,-167,52,685712,null,,,0,,0,0
minecraft:overworld,-6,1,-167,53,1189622,null,,,0,,0,0
minecraft:overworld,-6,1,-167,54,746590,null,,,0,,0,0
minecraft:overworld,-6,1,-167,55,456743,null,,,0,,0,0
minecraft:overworld,-6,1,-167,56,611820,null,,,0,,0,0
minecraft:overworld,-6,1,-167,57,501727,null,,,0,,0,0
minecraft:overworld,-6,1,-167,58,25330,null,,,0,,0,0
minecraft:overworld,-6,1,-167,59,137711,null,,,0,,0,0
minecraft:overworld,-6,1,-167,60,114068,null,,,0,,0,0
minecraft:overworld,-6,1,-167,61,101045,null,,,0,,0,0
minecraft:overworld,-6,1,-167,62,61873,null,,,0,,0,0
minecraft:overworld,-6,1,-166,32,1072,null,,,0,,0,0
minecraft:overworld,-6,1,-166,33,12508,null,,,0,,0,0
minecraft:overworld,-6,1,-166,34,563,null,,,0,,0,0
minecraft:overworld,-6,1,-166,35,1646,null,,,0,,0,0
minecraft:overworld,-6,1,-166,36,196308,null,,,0,,0,0
minecraft:overworld,-6,1,-166,37,790348,null,,,0,,0,0
minecraft:overworld,-6,1,-166,38,1692242,null,,,0,,0,0
minecraft:overworld,-6,1,-166,39,2543823,null,,,0,,0,0
minecraft:overworld,-6,1,-166,40,611625,null,,,0,,0,0
minecraft:overworld,-6,1,-166,41,2244542,null,,,0,,0,0
minecraft:overworld,-6,1,-166,42,2035452,null,,,0,,0,0
minecraft:overworld,-6,1,-166,43,1988031,null,,,0,,0,0
minecraft:overworld,-6,1,-166,44,2448797,null,,,0,,0,0
minecraft:overworld,-6,1,-166,45,1840186,null,,,0,,0,0
minecraft:overworld,-6,1,-166,46,1262313,null,,,0,,0,0
minecraft:overworld,-6,1,-166,47,1391273,null,,,0,,0,0
minecraft:overworld,-6,1,-166,48,1852880,null,,,0,,0,0
minecraft:overworld,-6,1,-166,49,4104795,null,,,0,,0,0
minecraft:overworld,-6,1,-166,50,483484,null,,,0,,0,0
minecraft:overworld,-6,1,-166,51,2184753,null,,,0,,0,0
minecraft:overworld,-6,1,-166,52,756096,null,,,0,,0,0
minecraft:overworld,-6,1,-166,53,743204,null,,,0,,0,0
minecraft:overworld,-6,1,-166,54,1124074,null,,,0,,0,0
minecraft:overworld,-6,1,-166,55,523972,null,,,0,,0,0
minecraft:overworld,-6,1,-166,56,571724,null,,,0,,0,0
minecraft:overworld,-6,1,-166,57,715087,null,,,0,,0,0
minecraft:overworld,-6,1,-166,58,236162,null,,,0,,0,0
minecraft:overworld,-6,1,-166,59,201907,null,,,0,,0,0
minecraft:overworld,-6,1,-166,60,81527,null,,,0,,0,0
minecraft:overworld,-6,1,-166,61,128008,null,,,0,,0,0
minecraft:overworld,-6,1,-166,62,104647,null,,,0,,0,0
minecraft:overworld,-6,1,-165,32,14163,null,,,0,,0,0
minecraft:overworld,-6,1,-165,33,625,null,,,0,,0,0
minecraft:overworld,-6,1,-165,34,45518,null,,,0,,0,0
minecraft:overworld,-6,1,-165,35,37051,null,,,0,,0,0
minecraft:overworld,-6,1,-165,36,462604,null,,,0,,0,0
minecraft:overworld,-6,1,-165,37,886500,null,,,0,,0,0
minecraft:overworld,-6,1,-165,38,2372734,null,,,0,,0,0
minecraft:overworld,-6,1,-165,39,3350778,null,,,0,,0,0
minecraft:overworld,-6,1,-165,40,3200023,null,,,0,,0,0
minecraft:overworld,-6,1,-165,41,2412042,null,,,0,,0,0
minecraft:overworld,-6,1,-165,42,3311711,null,,,0,,0,0
minecraft:overworld,-6,1,-165,43,1917706,null,,,0,,0,0
minecraft:overworld,-6,1,-165,44,3096659,null,,,0,,0,0
minecraft:overworld,-6,1,-165,45,1725552,null,,,0,,0,0
minecraft:overworld,-6,1,-165,46,2399099,null,,,0,,0,0
minecraft:overworld,-6,1,-165,47,1363020,null,,,0,,0,0
minecraft:overworld,-6,1,-165,48,1219333,null,,,0,,0,0
minecraft:overworld,-6,1,-165,49,4562428,null,,,0,,0,0
minecraft:overworld,-6,1,-165,50,2447746,null,,,0,,0,0
minecraft:overworld,-6,1,-165,51,3207078,null,,,0,,0,0
minecraft:overworld,-6,1,-165,52,1055681,null,,,0,,0,0
minecraft:overworld,-6,1,-165,53,1202025,null,,,0,,0,0
minecraft:overworld,-6,1,-165,54,546203,null,,,0,,0,0
minecraft:overworld,-6,1,-165,55,603173,null,,,0,,0,0
minecraft:overworld,-6,1,-165,56,61636,null,,,0,,0,0
minecraft:overworld,-6,1,-165,57,251954,null,,,0,,0,0
minecraft:overworld,-6,1,-165,58,110406,null,,,0,,0,0
minecraft:overworld,-6,1,-165,59,57014,null,,,0,,0,0
minecraft:overworld,-6,1,-165,60,44253,null,,,0,,0,0
minecraft:overworld,-6,1,-165,61,124576,null,,,0,,0,0
minecraft:overworld,-6,1,-165,62,96603,null,,,0,,0,0
minecraft:overworld,-6,1,-164,32,14498,null,,,0,,0,0
minecraft:overworld,-6,1,-164,33,19144,null,,,0,,0,0
minecraft:overworld,-6,1,-164,34,58277,null,,,0,,0,0
minecraft:overworld,-6,1,-164,35,174855,null,,,0,,0,0
minecraft:overworld,-6,1,-164,36,237819,null,,,0,,0,0
minecraft:overworld,-6,1,-164,37,912101,null,,,0,,0,0
minecraft:overworld,-6,1,-164,38,1949518,null,,,0,,0,0
minecraft:overworld,-6,1,-164,39,938397,null,,,0,,0,0
minecraft:overworld,-6,1,-164,40,1697512,null,,,0,,0,0
minecraft:overworld,-6,1,-164,41,1477093,null,,,0,,0,0
minecraft:overworld,-6,1,-164,42,4257330,null,,,0,,0,0
minecraft:overworld,-6,1,-164,43,3915705,null,,,0,,0,0
minecraft:overworld,-6,1,-164,44,6001215,null,,,0,,0,0
minecraft:overworld,-6,1,-164,45,3177560,null,,,0,,0,0
minecraft:overworld,-6,1,-164,46,3486787,null,,,0,,0,0
minecraft:overworld,-6,1,-164,47,1978054,null,,,0,,0,0
minecraft:overworld,-6,1,-164,48,2773764,null,,,0,,0,0
minecraft:overworld,-6,1,-164,49,2436918,null,,,0,,0,0
minecraft:overworld,-6,1,-164,50,3573076,null,,,0,,0,0
minecraft:overworld,-6,1,-164,51,4392453,null,,,0,,0,0
minecraft:overworld,-6,1,-164,52,3822899,null,,,0,,0,0
minecraft:overworld,-6,1,-164,53,1111770,null,,,0,,0,0
minecraft:overworld,-6,1,-164,54,925827,null,,,0,,0,0
minecraft:overworld,-6,1,-164,55,807637,null,,,0,,0,0
minecraft:overworld,-6,1,-164,56,77701,null,,,0,,0,0
minecraft:overworld,-6,1,-164,57,484789,null,,,0,,0,0
minecraft:overworld,-6,1,-164,58,235290,null,,,0,,0,0
minecraft:overworld,-6,1,-164,59,44227,null,,,0,,0,0
minecraft:overworld,-6,1,-164,60,40413,null,,,0,,0,0
minecraft:overworld,-6,1,-164,61,83522,null,,,0,,0,0
minecraft:overworld,-6,1,-164,62,81819,null,,,0,,0,0
minecraft:overworld,-6,1,-163,32,3157,null,,,0,,0,0
minecraft:overworld,-6,1,-163,33,226261,null,,,0,,0,0
minecraft:overworld,-6,1,-163,34,47189,null,,,0,,0,0
minecraft:overworld,-6,1,-163,35,97127,null,,,0,,0,0
minecraft:overworld,-6,1,-163,36,736241,null,,,0,,0,0
minecraft:overworld,-6,1,-163,37,1666653,null,,,0,,0,0
minecraft:overworld,-6,1,-163,38,948316,null,,,0,,0,0
minecraft:overworld,-6,1,-163,39,1135413,null,,,0,,0,0
minecraft:overworld,-6,1,-163,40,2035356,null,,,0,,0,0
minecraft:overworld,-6,1,-163,41,2389378,null,,,0,,0,0
minecraft:overworld,-6,1,-163,42,3129709,null,,,0,,0,0
minecraft:overworld,-6,1,-163,43,5318097,null,,,0,,0,0
minecraft:overworld,-6,1,-163,44,7248888,null,,,0,,0,0
minecraft:overworld,-6,1,-163,45,4662693,null,,,0,,0,0
minecraft:overworld,-6,1,-163,46,4229652,null,,,0,,0,0
minecraft:overworld,-6,1,-163,47,7850300,null,,,0,,0,0
minecraft:overworld,-6,1,-163,48,8425058,null,,,0,,0,0
minecraft:overworld,-6,1,-163,49,3970554,null,,,0,,0,0
minecraft:overworld,-6,1,-163,50,3487750,null,,,0,,0,0
minecraft:overworld,-6,1,-163,51,4750557,null,,,0,,0,0
minecraft:overworld,-6,1,-163,52,5492429,null,,,0,,0,0
minecraft:overworld,-6,1,-163,53,3758098,null,,,0,,0,0
minecraft:overworld,-6,1,-163,54,1122158,null,,,0,,0,0
minecraft:overworld,-6,1,-163,55,1279404,null,,,0,,0,0
minecraft:overworld,-6,1,-163,56,164108,null,,,0,,0,0
minecraft:overworld,-6,1,-163,57,361176,null,,,0,,0,0
minecraft:overworld,-6,1,-163,58,320256,null,,,0,,0,0
minecraft:overworld,-6,1,-163,59,49452,null,,,0,,0,0
minecraft:overworld,-6,1,-163,60,28542,null,,,0,,0,0
minecraft:overworld,-6,1,-163,61,12102,null,,,0,,0,0
minecraft:overworld,-6,1,-163,62,56992,null,,,0,,0,0
minecraft:overworld,-6,1,-162,32,4223,null,,,0,,0,0
minecraft:overworld,-6,1,-162,33,18735,null,,,0,,0,0
minecraft:overworld,-6,1,-162,34,6543,null,,,0,,0,0
minecraft:overworld,-6,1,-162,35,92786,null,,,0,,0,0
minecraft:overworld,-6,1,-162,36,257988,null,,,0,,0,0
minecraft:overworld,-6,1,-162,37,981082,null,,,0,,0,0
minecraft:overworld,-6,1,-162,38,1406449,null,,,0,,0,0
minecraft:overworld,-6,1,-162,39,2207290,null,,,0,,0,0
minecraft:overworld,-6,1,-162,40,2253685,null,,,0,,0,0
minecraft:overworld,-6,1,-162,41,1753763,null,,,0,,0,0
minecraft:overworld,-6,1,-162,42,4232732,null,,,0,,0,0
minecraft:overworld,-6,1,-162,43,5713895,null,,,0,,0,0
minecraft:overworld,-6,1,-162,44,6292301,null,,,0,,0,0
minecraft:overworld,-6,1,-162,45,5245417,null,,,0,,0,0
minecraft:overworld,-6,1,-162,46,4157704,null,,,0,,0,0
minecraft:overworld,-6,1,-162,47,9404361,null,,,0,,0,0
minecraft:overworld,-6,1,-162,48,9716846,null,,,0,,0,0
minecraft:overworld,-6,1,-162,49,9548284,null,,,0,,0,0
minecraft:overworld,-6,1,-162,50,4000541,null,,,0,,0,0
minecraft:overworld,-6,1,-162,51,3460369,null,,,0,,0,0
minecraft:overworld,-6,1,-162,52,5763725,null,,,0,,0,0
minecraft:overworld,-6,1,-162,53,4715463,null,,,0,,0,0
minecraft:overworld,-6,1,-162,54,1942464,null,,,0,,0,0
minecraft:overworld,-6,1,-162,55,493989,null,,,0,,0,0
minecraft:overworld,-6,1,-162,56,205649,null,,,0,,0,0
minecraft:overworld,-6,1,-162,57,39184,null,,,0,,0,0
minecraft:overworld,-6,1,-162,58,268333,null,,,0,,0,0
minecraft:overworld,-6,1,-162,59,303297,null,,,0,,0,0
minecraft:overworld,-6,1,-162,60,193256,null,,,0,,0,0
minecraft:overworld,-6,1,-162,61,2417,null,,,0,,0,0
minecraft:overworld,-6,1,-162,62,56643,null,,,0,,0,0
minecraft:overworld,-6,1,-161,32,646,null,,,0,,0,0
minecraft:overworld,-6,1,-161,33,8084,null,,,0,,0,0
minecraft:overworld,-6,1,-161,34,57259,null,,,0,,0,0
minecraft:overworld,-6,1,-161,35,312447,null,,,0,,0,0
minecraft:overworld,-6,1,-161,36,929239,null,,,0,,0,0
minecraft:overworld,-6,1,-161,37,1094588,null,,,0,,0,0
minecraft:overworld,-6,1,-161,38,1501783,null,,,0,,0,0
minecraft:overworld,-6,1,-161,39,2409184,null,,,0,,0,0
minecraft:overworld,-6,1,-161,40,2625257,null,,,0,,0,0
minecraft:overworld,-6,1,-161,41,3643909,null,,,0,,0,0
minecraft:overworld,-6,1,-161,42,4352823,null,,,0,,0,0
minecraft:overworld,-6,1,-161,43,7602630,null,,,0,,0,0
minecraft:overworld,-6,1,-161,44,6702956,null,,,0,,0,0
minecraft:overworld,-6,1,-161,45,3171410,null,,,0,,0,0
minecraft:overworld,-6,1,-161,46,4121330,null,,,0,,0,0
minecraft:overworld,-6,1,-161,47,7791000,null,,,0,,0,0
minecraft:overworld,-6,1,-161,48,9332116,null,,,0,,0,0
minecraft:overworld,-6,1,-161,49,8400842,null,,,0,,0,0
minecraft:overworld,-6,1,-161,50,8968932,null,,,0,,0,0
minecraft:overworld,-6,1,-161,51,3606462,null,,,0,,0,0
minecraft:overworld,-6,1,-161,52,2974681,null,,,0,,0,0
minecraft:overworld,-6,1,-161,53,2923083,null,,,0,,0,0
minecraft:overworld,-6,1,-161,54,2270358,null,,,0,,0,0
minecraft:overworld,-6,1,-161,55,1232070,null,,,0,,0,0
minecraft:overworld,-6,1,-161,56,469609,null,,,0,,0,0
minecraft:overworld,-6,1,-161,57,388492,null,,,0,,0,0
minecraft:overworld,-6,1,-161,58,186921,null,,,0,,0,0
minecraft:overworld,-6,1,-161,59,173324,null,,,0,,0,0
minecraft:overworld,-6,1,-161,60,219333,null,,,0,,0,0
minecraft:overworld,-6,1,-161,61,480,null,,,0,,0,0
minecraft:overworld,-6,1,-161,62,126837,null,,,0,,0,0
minecraft:overworld,-5,0,-160,22,17598,null,,,0,,0,0
minecraft:overworld,-5,0,-160,23,412,null,,,0,,0,0
minecraft:overworld,-5,0,-160,24,354,null,,,0,,0,0
minecraft:overworld,-5,0,-160,25,22718,null,,,0,,0,0
minecraft:overworld,-5,0,-160,26,35346,null,,,0,,0,0
minecraft:overworld,-5,0,-160,27,32646,null,,,0,,0,0
minecraft:overworld,-5,0,-160,28,693,null,,,0,,0,0
minecraft:overworld,-5,0,-160,29,28425,null,,,0,,0,0
minecraft:overworld,-5,0,-160,30,74741,null,,,0,,0,0
minecraft:overworld,-5,0,-160,31,3612,null,,,0,,0,0
minecraft:overworld,-5,0,-159,22,6158,null,,,0,,0,0
minecraft:overworld,-5,0,-159,23,873,null,,,0,,0,0
minecraft:overworld,-5,0,-159,24,1021,null,,,0,,0,0
minecraft:overworld,-5,0,-159,25,1098,null,,,0,,0,0
minecraft:overworld,-5,0,-159,26,45992,null,,,0,,0,0
minecraft:overworld,-5,0,-159,27,40343,null,,,0,,0,0
minecraft:overworld,-5,0,-159,28,2692,null,,,0,,0,0
minecraft:overworld,-5,0,-159,29,12240,null,,,0,,0,0
minecraft:overworld,-5,0,-159,30,56607,null,,,0,,0,0
minecraft:overworld,-5,0,-159,31,2887,null,,,0,,0,0
